belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,collection_id,collection_name,collection_poster_path,production_companies_names,production_countries_names,release_year,return
"{'id': 85943, 'name': 'Night at the Museum Collection', 'poster_path': '/q2nwE0Qi8U6tsU5HDmiWS2D3dSJ.jpg', 'backdrop_path': '/fOmqiIXfJmeANciOTCN6WkKbwK.jpg'}",150000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",18360,en,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",15.417181,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '1492 Pictures', 'id': 436}, {'name': 'Dune Entertainment', 'id': 444}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Museum Canada Productions', 'id': 10224}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2009-05-20,413106170.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,When the lights go off the battle is on.,Night at the Museum: Battle of the Smithsonian,5.9,2026.0,85943.0,Night at the Museum Collection,/q2nwE0Qi8U6tsU5HDmiWS2D3dSJ.jpg,"Twentieth Century Fox Film Corporation, 1492 Pictures, Dune Entertainment, 21 Laps Entertainment, Museum Canada Productions, Moving Picture Company (MPC)","United States of America, Canada",2009,2.754041133333333
"{'id': 146534, 'name': 'Without a Paddle Collection', 'poster_path': '/y9oLmGnSosSQqjhJgmj1zQVswn7.jpg', 'backdrop_path': '/tQuDhG9nEsyNR7y4P4J5O9OEuF7.jpg'}",6300000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",28677,en,"Venturing into the woods causes nothing but trouble and hilarity for three misguided males in this straight to video spin-off of 2004's ""Without A Paddle"".",2.390543,"[{'name': 'Paramount Home Entertainment', 'id': 6548}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-13,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Three guys. One chance. No plan.,Without a Paddle: Nature's Calling,5.1,18.0,146534.0,Without a Paddle Collection,/y9oLmGnSosSQqjhJgmj1zQVswn7.jpg,Paramount Home Entertainment,United States of America,2009,0.0
"{'id': 86119, 'name': 'The Hangover Collection', 'poster_path': '/aMmNLuyXvdBih1R5RRHtdtNaS6N.jpg', 'backdrop_path': '/uEtsf26a9RsRDy85MOIv1xAj44x.jpg'}",35000000.0,"[{'id': 35, 'name': 'Comedy'}]",18785,en,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",23.947351,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Green Hat Films', 'id': 3527}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'IFP Westcoast Erste', 'id': 12235}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-05,459270619.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some guys just can't handle Vegas.,The Hangover,7.2,6324.0,86119.0,The Hangover Collection,/aMmNLuyXvdBih1R5RRHtdtNaS6N.jpg,"Legendary Pictures, Green Hat Films, Warner Bros., IFP Westcoast Erste","Germany, United States of America",2009,13.122017685714283
"{'id': 286038, 'name': 'Dead Snow Collection', 'poster_path': '/qhvXYMyPWcFeOsoO4EqOS8T9lwI.jpg', 'backdrop_path': '/nV090IHp1kG5oMgDCmGSYAwkN8D.jpg'}",800000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",14451,no,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,7.974726,"[{'name': 'Euforia Film', 'id': 3553}, {'name': 'FilmCamp', 'id': 23682}, {'name': 'Miho Film', 'id': 44992}, {'name': 'Barentsfilm', 'id': 44993}, {'name': 'Yellow Bastard Production', 'id': 44995}, {'name': 'News On Request (NOR)', 'id': 44996}, {'name': 'Zwart Arbeid', 'id': 44997}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",2009-01-09,1984662.0,91.0,"[{'iso_639_1': 'no', 'name': 'Norsk'}]",Released,"Eins, Zwei, Die!",Dead Snow,6.1,313.0,286038.0,Dead Snow Collection,/qhvXYMyPWcFeOsoO4EqOS8T9lwI.jpg,"Euforia Film, FilmCamp, Miho Film, Barentsfilm, Yellow Bastard Production, News On Request (NOR), Zwart Arbeid",Norway,2009,2.4808275
"{'id': 374386, 'name': 'Anglo-Zulu War Collection', 'poster_path': '/vTMH9piXnVkiSXKlwodvAfMAfRu.jpg', 'backdrop_path': '/5OvHS4IwrLLTQhjm3QN9Js9d953.jpg'}",0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",18061,en,"In 1879, the British suffer a great loss at the Battle of Isandlwana due to incompetent leadership. Cy Endfield co-wrote the epic prequel Zulu Dawn 15 years after his enormously popular Zulu. Set in 1879, this film depicts the catastrophic Battle of Isandhlwana, which remains the worst defeat of the British army by natives, with the British contingent outnumbered 16-to-1 by the Zulu tribesmen. The film's opinion of events is made immediately clear in its title sequence: ebullient African village life presided over by King Cetshwayo is contrasted with aristocratic artifice under the arrogant eye of General Lord Chelmsford (Peter O'Toole). Chelmsford is at the heart of all that goes wrong, initiating the catastrophic battle with an ultimatum made seemingly for the sake of giving his troops something to do. His detached  manner leads to one mistake after another.",2.271555,"[{'name': 'Lamitas', 'id': 3441}, {'name': 'Samarkand', 'id': 3442}, {'name': 'Zulu Dawn NV', 'id': 3443}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}]",1979-05-14,0.0,117.0,"[{'iso_639_1': 'zu', 'name': 'isiZulu'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The sun dawned bloodied...two great armies met face to face...and the earth trembled to the sound of the Zulu death chant!,Zulu Dawn,5.6,35.0,374386.0,Anglo-Zulu War Collection,/vTMH9piXnVkiSXKlwodvAfMAfRu.jpg,"Lamitas, Samarkand, Zulu Dawn NV","Netherlands, United States of America, South Africa",1979,0.0
"{'id': 211753, 'name': 'Caprona Collection', 'poster_path': '/ltMYLLICwtORAdnXKGex213amhJ.jpg', 'backdrop_path': '/rmvHqa6mkZZsAJuaeU1R1Q7hKG9.jpg'}",1500000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",27085,en,"During World War I, a German U-boat sinks a British ship and takes the survivors on board. After it takes a wrong turn, the submarine takes them to the unknown land of Caprona, where they find dinosaurs and neanderthals.",2.343888,"[{'name': 'British Lion Film Corporation', 'id': 660}, {'name': 'Amicus Productions', 'id': 4630}, {'name': 'Edgar Rice Burroughs Inc.', 'id': 13730}, {'name': 'Land Associates', 'id': 59891}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-08-13,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,THE ADVENTURE YOU WILL NEVER FORGET!,The Land That Time Forgot,5.7,37.0,211753.0,Caprona Collection,/ltMYLLICwtORAdnXKGex213amhJ.jpg,"British Lion Film Corporation, Amicus Productions, Edgar Rice Burroughs Inc., Land Associates","United Kingdom, United States of America",1975,0.0
"{'id': 8650, 'name': 'Transformers Collection', 'poster_path': '/vOUPHWV8aGXq4yYQ2csje5LdT6g.jpg', 'backdrop_path': '/zvZBNNDWd5LcsIBpDhJyCB2MDT7.jpg'}",150000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",8373,en,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",4.351756,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Hasbro Studios', 'id': 22826}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-19,836297228.0,150.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Revenge is coming.,Transformers: Revenge of the Fallen,6.0,3192.0,8650.0,Transformers Collection,/vOUPHWV8aGXq4yYQ2csje5LdT6g.jpg,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, Hasbro Studios, Revolution Sun Studios",United States of America,2009,5.575314853333333
"{'id': 8354, 'name': 'Ice Age Collection', 'poster_path': '/stQoHvo0q6ZcEkji2Z1wlAxKnDq.jpg', 'backdrop_path': '/2Mb92Ssoe1eUecvrCe2pEvgAlmv.jpg'}",90000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",8355,en,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",12.980624,"[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-29,886686817.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,6.5,2330.0,8354.0,Ice Age Collection,/stQoHvo0q6ZcEkji2Z1wlAxKnDq.jpg,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,2009,9.852075744444443
"{'id': 85890, 'name': 'The Librarian Collection', 'poster_path': '/w5sQ13yy83o1o323ksxz8RVxbqD.jpg', 'backdrop_path': '/6H6uS5f4SMBaN0xHNhmQqUOShAX.jpg'}",0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",14728,en,"While on a dangerous mission to recover the historic Judas Chalice, Flynn is saved by Simone. But when double-crossed by a respected professor and ambushed by a ruthless gang, Flynn realizes Simone's secret, his true mission and a shocking discovery are all lying within a decaying New Orleans crypt.",9.309781,"[{'name': 'Electric Entertainment', 'id': 3241}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-12-07,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The world's most unlikely hero is back for his biggest adventure.,The Librarian: The Curse of the Judas Chalice,5.9,134.0,85890.0,The Librarian Collection,/w5sQ13yy83o1o323ksxz8RVxbqD.jpg,Electric Entertainment,United States of America,2008,0.0
"{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}",250000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",767,en,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",19.083723,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-07-07,933959197.0,153.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,7.4,5435.0,1241.0,Harry Potter Collection,/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg,"Warner Bros., Heyday Films","United Kingdom, United States of America",2009,3.735836788
"{'id': 52888, 'name': 'The Visitors Collection', 'poster_path': '/tqLSEkKYdkFCqsNHP1v9pnr0sl.jpg', 'backdrop_path': '/ywYnkeaa7LZBU1bW8zavPwzve4X.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",10353,fr,"The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present, with often drastic consequences. Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. The confrontation between Godefroy's repellent servant Jack the Crack and his descendent, the effete Jacquart, present-day owner of the chateau, further complicates the matter.",7.698423,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Canal+', 'id': 5358}, {'name': 'France 3 Cinema', 'id': 16804}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1998-02-11,0.0,118.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,They come back!,The Visitors II: The Corridors of Time,5.8,228.0,52888.0,The Visitors Collection,/tqLSEkKYdkFCqsNHP1v9pnr0sl.jpg,"Gaumont, Canal+, France 3 Cinema, Centre National de la Cinématographie (CNC)",France,1998,0.0
"{'id': 86113, 'name': 'Open Water Collection', 'poster_path': '/85FaIaxEgpHolq41GSBYF4c14nj.jpg', 'backdrop_path': '/2vc1MmKa9vMPQerdwLa3fZVhBOS.jpg'}",1200000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9592,en,"A weekend cruise on a luxurious party yacht goes horribly wrong for a group of old high-school friends. They forget to let the ladder down before they jump into the ocean for a swim. The boat proves impossible to climb. They are stuck in the water many miles from shore, with baby Sara left alone on board. Sara's mother Amy must contend with her aqua-phobia as well as the group's increasing desperation, as the friends begin to turn on each other. Soon the exhaustion of keeping afloat and the struggle to get back on board begin to take a terrible toll. The happy reunion turns into a fight for survival...",11.500311,"[{'name': 'Peter Rommel Productions', 'id': 166}, {'name': 'Orange Pictures', 'id': 2032}, {'name': 'Shotgun Pictures', 'id': 12068}, {'name': 'Universum Film (UFA)', 'id': 12372}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2006-07-10,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Fatigue. Hypothermia. Death.,Open Water 2: Adrift,5.2,157.0,86113.0,Open Water Collection,/85FaIaxEgpHolq41GSBYF4c14nj.jpg,"Peter Rommel Productions, Orange Pictures, Shotgun Pictures, Universum Film (UFA)",Germany,2006,0.0
"{'id': 261526, 'name': 'Slap Shot Collection', 'poster_path': '/kFZUWeX5oRJ0qSwj8fUlC7sWOxK.jpg', 'backdrop_path': '/Abqfc8k2Pzf2TVEiDbu5SECqUUJ.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",23964,en,"With the original Hanson Brothers still on the same minor league ice hockey team, the Chiefs are sold to a new owner who gives them a female coach and puts them in a league in which they are to be regularly humiliated by an opposing Harlem Globetrotters-like team.",1.294066,"[{'name': 'Universal Studios Home Entertainment', 'id': 6858}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-01,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's a brand new game with brand new rules!,Slap Shot 2: Breaking the Ice,4.2,9.0,261526.0,Slap Shot Collection,/kFZUWeX5oRJ0qSwj8fUlC7sWOxK.jpg,Universal Studios Home Entertainment,United States of America,2002,0.0
"{'id': 115142, 'name': 'Tales from the Crypt Collection', 'poster_path': '/mjP1Ktqz3VCyX2akRAIjgxaALwx.jpg', 'backdrop_path': '/o9Nll2BovcZ9EDmBBMmnHx99wP4.jpg'}",0.0,"[{'id': 27, 'name': 'Horror'}]",53868,en,"The sequel to Tales from the Crypt.  Five strangers trapped in a basement vault converse about their recurring nightmares. Their stories include vampires, bodily dismemberment, east Indian mysticism, an insurance scam, and an artist who kills by painting his victims' deaths.",2.278268,"[{'name': 'Amicus Productions', 'id': 4630}, {'name': 'Metromedia Producers Corporation (MPC)', 'id': 15068}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-03-16,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Below the Crypt lies Death's waiting-room - The . . . Vault of Horror,The Vault of Horror,6.5,34.0,115142.0,Tales from the Crypt Collection,/mjP1Ktqz3VCyX2akRAIjgxaALwx.jpg,"Amicus Productions, Metromedia Producers Corporation (MPC)","United Kingdom, United States of America",1973,0.0
"{'id': 165369, 'name': 'The Collector Collection', 'poster_path': '/AhwErLgytU4ICqvvcIYbAM1xeeu.jpg', 'backdrop_path': '/4x4mtl1xgxIH5yxGr05L1WZeTjG.jpg'}",3400000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",21407,en,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",6.727804,"[{'name': 'Fortress Features', 'id': 5176}, {'name': 'LD Entertainment', 'id': 10285}, {'name': 'Imaginarium Entertainment Group', 'id': 43760}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-07-09,114000000.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He always takes one,The Collector,6.3,365.0,165369.0,The Collector Collection,/AhwErLgytU4ICqvvcIYbAM1xeeu.jpg,"Fortress Features, LD Entertainment, Imaginarium Entertainment Group",United States of America,2009,33.529411764705884
"{'id': 135468, 'name': 'G.I. Joe (Live-Action) Collection', 'poster_path': '/8ykKDU3FisEFtCpPZloB1jqcAIn.jpg', 'backdrop_path': '/m3ip0ci0TnX0ATUxpweqElYCeq4.jpg'}",175000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",14869,en,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",11.787058,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Hasbro', 'id': 2598}, {'name': 'Kontsept Film Company', 'id': 76067}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-08-04,302469017.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'gd', 'name': ''}]",Released,"When all else fails, they don't.",G.I. Joe: The Rise of Cobra,5.6,1988.0,135468.0,G.I. Joe (Live-Action) Collection,/8ykKDU3FisEFtCpPZloB1jqcAIn.jpg,"Paramount Pictures, Spyglass Entertainment, Di Bonaventura Pictures, Hasbro, Kontsept Film Company","Czech Republic, United States of America",2009,1.7283943828571429
"{'id': 221622, 'name': '12 Rounds Collection', 'poster_path': '/l1TBw4KOSWAxYM3RwRFFGq8VG69.jpg', 'backdrop_path': '/cPNJRFgk1EtdqUAOSZ5gPigj741.jpg'}",20000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",17134,en,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",13.591485,"[{'name': 'The Mark Gordon Company', 'id': 1557}, {'name': 'Fox Atomic', 'id': 2890}, {'name': '20th Century Fox Home Entertainment', 'id': 3635}, {'name': 'WWE Studios', 'id': 10339}, {'name': 'Midnight Sun Pictures', 'id': 17887}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-03-19,17280326.0,108.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Survive all 12,12 Rounds,5.7,223.0,221622.0,12 Rounds Collection,/l1TBw4KOSWAxYM3RwRFFGq8VG69.jpg,"The Mark Gordon Company, Fox Atomic, 20th Century Fox Home Entertainment, WWE Studios, Midnight Sun Pictures",United States of America,2009,0.8640163
"{'id': 256296, 'name': 'Silent Night, Deadly Night Collection', 'poster_path': '/4FqLNnITkZza1QKyTd5nprion1y.jpg', 'backdrop_path': '/wZM7UP8tdoZLHUgV4Lj5ixSqKSB.jpg'}",250000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",50719,en,"The door of the mental hospital opens, releasing Ricky from its confines. He takes with him the terrifying memory of his brother Billy's death and the burning image of Mother Superior-the powerful figure that brought about his brother's violent demise. For Ricky, starting a new life means avenging his brother's death. By whatever means necessary, whether it be the cutting edge of a shiny steel knife blade, or the electrifying charge of a set of battery cables, Ricky is set in this blind journey of revenge leading ultimately to Mother Superior. As Mother Superior prays in the dark, we suggest she say an extra prayer for herself, because not even her faith will be enough to stop Ricky. But prayers will do little for in the silent part of this night!",1.225871,"[{'name': 'Silent Night Releasing Corporation', 'id': 18924}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-04-10,154323.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The nightmare is about to begin ... AGAIN!,"Silent Night, Deadly Night II",4.7,26.0,256296.0,"Silent Night, Deadly Night Collection",/4FqLNnITkZza1QKyTd5nprion1y.jpg,Silent Night Releasing Corporation,United States of America,1987,0.617292
"{'id': 190135, 'name': 'Love Hina Collection', 'poster_path': '/U80lKUQt80eQPwOpKoHKcNHbpj.jpg', 'backdrop_path': '/4JAfHEwcc2FlOmACQ7Xc9OPv5fV.jpg'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",37047,ja,"As another round of preliminary tests approach for Keitaro, so does Christmas. And as the first Christmas of the millennium, there is a rumor that if one confesses his love on this special eve it will come true. Keitaro has decided what he needs to do on this Christmas eve. But being a re-taker, can he afford taking attention away from the tests on the same day?",0.337904,"[{'name': 'TV Tokyo', 'id': 3034}, {'name': 'Xebec', 'id': 5937}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2000-12-24,0.0,46.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,"If you make a wish on Christmas Eve, will it come true?",Love Hina Christmas Special: Silent Eve,5.5,6.0,190135.0,Love Hina Collection,/U80lKUQt80eQPwOpKoHKcNHbpj.jpg,"TV Tokyo, Xebec",Japan,2000,0.0
"{'id': 109044, 'name': 'Shadow Warriors', 'poster_path': '/5u2yixEa1yn1ZZJFnX05F99pc6X.jpg', 'backdrop_path': '/g4ncmWWTEtSF6puEhoT8D7V8CRi.jpg'}",0.0,"[{'id': 28, 'name': 'Action'}]",92011,en,"When a troupe of sexy gymnasts are kidnapped and taken to the title island by a vengeful drug cartel, it's up to commando leader Mike McBride (Hulk Hogan) to rescue them. The excitement in this fast-paced actioner begins when McBride and the Navy SEALS he commands are assigned to capture a drug lord in his country. During the operation, one of McBride's men betrays him and McBride is nearly killed. Still, he, fellow SEAL Leroy (Carl Weathers) and buxom drug-enforcement officer Ashley (Shannon  Tweed) manage to complete their mission. McBride and company then set off for vengeance against the traitor, who in turn retaliates by kidnapping a team of gymnasts and taking them to his impregnable lair on a remote Caribbean island.",0.236093,"[{'name': 'Alliance Communications Corporation', 'id': 2480}, {'name': 'Turner Network Television (TNT)', 'id': 5730}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-10-28,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An Elite Strike Force That Shows No Fear!,Assault on Devil's Island,5.4,5.0,109044.0,Shadow Warriors,/5u2yixEa1yn1ZZJFnX05F99pc6X.jpg,"Alliance Communications Corporation, Turner Network Television (TNT)",United States of America,1997,0.0
"{'id': 223564, 'name': 'The Cell Collection', 'poster_path': '/37KiF6CfXJS60E4oBk21Dx8NIcY.jpg', 'backdrop_path': '/s2YI5HKNptBhqrmfFZz2tZxCSJe.jpg'}",0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",18759,en,The Cusp is a serial killer who kills his victims and then brings them back to life; over and over again; until they beg to die! Maya is a psychic investigator who gained her powers after a 1 year coma after she was the Cusp's first victim! Now the Cusp Killer is back and Maya has little time to do what she has never done before: go into the mind of a killer unprotected and save his latest victim.,7.790201,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Silverstein / Barder Company', 'id': 26085}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-02-27,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In the mind of a mad man,The Cell 2,3.4,24.0,223564.0,The Cell Collection,/37KiF6CfXJS60E4oBk21Dx8NIcY.jpg,"New Line Cinema, Silverstein / Barder Company",United States of America,2009,0.0
"{'id': 86112, 'name': 'Vacancy Collection', 'poster_path': '/wDLo8s0HEd1ci5980gpk3GoD2DL.jpg', 'backdrop_path': '/AmzchMREhCLicBZNpUaCXc6f5jQ.jpg'}",3000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",15641,en,"Three young people check into the Meadow View Inn for a night's rest, fully unaware of the inn's sick-minded employees and their nefarious intentions.",3.307214,"[{'name': 'Stage 6 Films', 'id': 11341}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-10-24,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If the camera is on, you're dead.",Vacancy 2: The First Cut,4.8,56.0,86112.0,Vacancy Collection,/wDLo8s0HEd1ci5980gpk3GoD2DL.jpg,Stage 6 Films,United States of America,2008,0.0
